iccs,leg_stat,sex,unit,geo\time	2013 	2012 	2011 	2010 	2009 	2008 
ICCS03011,PER_VICT,T,P_HTHAB,FI	16.36 	17.37 	16.22 	: 	: 	: 
ICCS03011,PER_VICT,T,P_HTHAB,FR	17.04 	16.68 	16.01 	15.63 	15.29 	16.06 
ICCS03011,PER_VICT,T,P_HTHAB,HR	6.41 	2.81 	2.68 	3.21 	2.90 	4.27 
ICCS03011,PER_VICT,T,P_HTHAB,HU	3.28 	3.69 	3.20 	4.11 	3.44 	2.12 
ICCS03011,PER_VICT,T,P_HTHAB,LT	3.30 	4.49 	4.75 	4.81 	3.36 	4.54 
ICCS03011,PER_VICT,T,P_HTHAB,LV	2.37 	2.35 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,P_HTHAB,ME	0.48 	0.48 	0.48 	1.13 	1.30 	2.11 
ICCS03011,PER_VICT,T,P_HTHAB,MK	1.84 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,P_HTHAB,MT	3.09 	3.11 	4.34 	2.66 	2.92 	4.66 
ICCS03011,PER_VICT,T,P_HTHAB,NO	20.97 	19.82 	20.14 	18.03 	19.42 	18.68 
ICCS03011,PER_VICT,T,P_HTHAB,PL	2.61 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,P_HTHAB,PT	1.57 	1.83 	1.75 	2.20 	2.09 	2.38 
ICCS03011,PER_VICT,T,P_HTHAB,RS	1.02 	1.47 	1.65 	1.46 	1.91 	2.19 
ICCS03011,PER_VICT,T,P_HTHAB,SI	2.38 	2.24 	2.00 	2.49 	3.30 	2.39 
ICCS03011,PER_VICT,T,P_HTHAB,UKC-L	36.51 	29.02 	28.67 	28.65 	27.39 	23.98 
ICCS03011,PER_VICT,T,P_HTHAB,UKN	26.99 	27.65 	30.28 	27.63 	23.63 	20.79 
ICCS03011,PER_VICT,T,P_HTHAB,XK	: 	: 	1.62 	1.90 	2.93 	2.97 
ICCS03012,PER_CNV,F,NR,AL	0 	: 	: 	: 	: 	: 
ICCS03012,PER_CNV,F,NR,AT	18 	13 	21 	14 	507 	19 
ICCS03012,PER_CNV,F,NR,BA	5 	0 	3 	2 	0 	0 
ICCS03012,PER_CNV,F,NR,BG	2 	1 	0 	0 	2 	1 
ICCS03012,PER_CNV,F,NR,CH	7 	7 	15 	16 	21 	12 
ICCS03012,PER_CNV,F,NR,CY	7 	31 	2 	3 	8 	2 
ICCS03012,PER_CNV,F,NR,CZ	72 	56 	71 	87 	44 	47 
ICCS03012,PER_CNV,F,NR,DE	305 	335 	286 	257 	249 	261 
ICCS03012,PER_CNV,F,NR,DK	6 	11 	12 	3 	5 	5 
ICCS03012,PER_CNV,F,NR,EE	1 	1 	0 	0 	: 	: 
ICCS03012,PER_CNV,F,NR,FI	11 	4 	1 	16 	7 	: 
ICCS03012,PER_CNV,F,NR,FR	57 	62 	44 	47 	73 	69 
ICCS03012,PER_CNV,F,NR,HR	3 	11 	10 	6 	14 	14 
ICCS03012,PER_CNV,F,NR,HU	1 	0 	4 	0 	0 	1 
ICCS03012,PER_CNV,F,NR,IS	31 	: 	: 	: 	: 	: 
ICCS03012,PER_CNV,F,NR,LT	2 	1 	3 	4 	1 	2 
ICCS03012,PER_CNV,F,NR,LV	0 	0 	0 	0 	1 	1 
ICCS03012,PER_CNV,F,NR,ME	0 	0 	0 	2 	3 	5 
ICCS03012,PER_CNV,F,NR,NL	10 	19 	9 	10 	12 	13 
ICCS03012,PER_CNV,F,NR,NO	3 	1 	1 	4 	5 	5 
ICCS03012,PER_CNV,F,NR,PL	: 	1 	1 	5 	6 	2 
ICCS03012,PER_CNV,F,NR,PT	5 	7 	5 	5 	9 	4 
ICCS03012,PER_CNV,F,NR,RO	1 	6 	2 	0 	2 	3 
ICCS03012,PER_CNV,F,NR,RS	9 	17 	12 	8 	13 	9 
ICCS03012,PER_CNV,F,NR,SE	3 	9 	9 	7 	6 	6 
ICCS03012,PER_CNV,F,NR,SI	7 	7 	0 	1 	6 	6 
ICCS03012,PER_CNV,F,NR,SK	1 	0 	0 	0 	1 	0 
ICCS03012,PER_CNV,F,NR,UKC-L	40 	43 	36 	47 	38 	39 
ICCS03012,PER_CNV,F,NR,UKM	1 	2 	2 	1 	4 	3 
ICCS03012,PER_CNV,F,NR,UKN	12 	25 	13 	7 	12 	10 
ICCS03012,PER_CNV,F,NR,XK	0 	0 	0 	0 	1 	0 
ICCS03012,PER_CNV,F,P_HTHAB,AT	0.42 	0.30 	0.49 	0.33 	11.85 	0.45 
ICCS03012,PER_CNV,F,P_HTHAB,BA	: 	0.00 	0.15 	0.10 	0.00 	0.00 
ICCS03012,PER_CNV,F,P_HTHAB,BG	0.05 	0.03 	0.00 	0.00 	0.05 	0.03 
ICCS03012,PER_CNV,F,P_HTHAB,CH	0.17 	0.17 	0.38 	0.40 	0.54 	0.31 
ICCS03012,PER_CNV,F,P_HTHAB,CY	1.57 	7.00 	0.46 	0.72 	1.97 	0.51 
ICCS03012,PER_CNV,F,P_HTHAB,CZ	1.35 	1.05 	1.33 	1.63 	0.83 	0.89 
ICCS03012,PER_CNV,F,P_HTHAB,DE	0.73 	0.80 	0.69 	0.62 	0.60 	0.62 
ICCS03012,PER_CNV,F,P_HTHAB,DK	0.21 	0.39 	0.43 	0.11 	0.18 	0.18 
ICCS03012,PER_CNV,F,P_HTHAB,EE	0.14 	0.14 	0.00 	0.00 	: 	: 
ICCS03012,PER_CNV,F,P_HTHAB,FI	0.40 	0.15 	0.04 	0.59 	0.26 	: 
ICCS03012,PER_CNV,F,P_HTHAB,FR	0.17 	0.18 	0.13 	0.14 	0.22 	0.21 
ICCS03012,PER_CNV,F,P_HTHAB,HR	0.14 	0.50 	0.45 	0.27 	0.63 	0.63 
ICCS03012,PER_CNV,F,P_HTHAB,HU	0.02 	0.00 	0.08 	0.00 	0.00 	0.02 
ICCS03012,PER_CNV,F,P_HTHAB,IS	19.32 	: 	: 	: 	: 	: 
ICCS03012,PER_CNV,F,P_HTHAB,LT	0.12 	0.06 	0.18 	0.24 	0.06 	0.12 
ICCS03012,PER_CNV,F,P_HTHAB,LV	0.00 	0.00 	0.00 	0.00 	0.09 	0.08 
ICCS03012,PER_CNV,F,P_HTHAB,ME	0.00 	0.00 	0.00 	0.64 	0.96 	1.60 
ICCS03012,PER_CNV,F,P_HTHAB,NL	0.12 	0.22 	0.11 	0.12 	0.14 	0.16 
ICCS03012,PER_CNV,F,P_HTHAB,NO	0.12 	0.04 	0.04 	0.16 	0.21 	0.21 
ICCS03012,PER_CNV,F,P_HTHAB,PL	: 	0.01 	0.01 	0.03 	0.03 	0.01 
ICCS03012,PER_CNV,F,P_HTHAB,PT	0.09 	0.13 	0.09 	0.09 	0.16 	0.07 
ICCS03012,PER_CNV,F,P_HTHAB,RO	0.01 	0.06 	0.02 	0.00 	0.02 	0.03 
ICCS03012,PER_CNV,F,P_HTHAB,RS	0.24 	0.46 	0.32 	0.21 	0.34 	0.24 
ICCS03012,PER_CNV,F,P_HTHAB,SE	0.06 	0.19 	0.19 	0.15 	0.13 	0.13 
ICCS03012,PER_CNV,F,P_HTHAB,SI	0.67 	0.67 	0.00 	0.10 	0.58 	0.59 
ICCS03012,PER_CNV,F,P_HTHAB,SK	0.04 	0.00 	0.00 	0.00 	0.04 	0.00 
ICCS03012,PER_CNV,F,P_HTHAB,UKC-L	0.14 	0.15 	0.13 	0.17 	0.14 	0.14 
ICCS03012,PER_CNV,F,P_HTHAB,UKM	0.04 	0.07 	0.07 	0.04 	0.15 	0.11 
ICCS03012,PER_CNV,F,P_HTHAB,UKN	1.29 	2.70 	1.41 	0.76 	1.32 	1.11 
ICCS03012,PER_CNV,F,P_HTHAB,XK	: 	: 	0.00 	0.00 	0.09 	0.00 
ICCS03012,PER_CNV,M,NR,AL	12 	: 	: 	: 	: 	: 
ICCS03012,PER_CNV,M,NR,AT	471 	566 	488 	518 	19 	526 
ICCS03012,PER_CNV,M,NR,BA	54 	58 	75 	22 	2 	0 
ICCS03012,PER_CNV,M,NR,BG	129 	132 	129 	114 	167 	161 
ICCS03012,PER_CNV,M,NR,CH	545 	539 	526 	603 	675 	684 
ICCS03012,PER_CNV,M,NR,CY	118 	120 	27 	11 	24 	23 
ICCS03012,PER_CNV,M,NR,CZ	725 	764 	694 	898 	480 	469 
ICCS03012,PER_CNV,M,NR,DE	5811 	6032 	5834 	6500 	6954 	7790 
ICCS03012,PER_CNV,M,NR,DK	364 	377 	347 	390 	336 	307 
ICCS03012,PER_CNV,M,NR,EE	33 	21 	29 	31 	: 	: 
ICCS03012,PER_CNV,M,NR,FI	117 	75 	109 	86 	140 	111 
ICCS03012,PER_CNV,M,NR,FR	4968 	5256 	5284 	5441 	5959 	6006 
ICCS03012,PER_CNV,M,NR,HR	167 	224 	234 	225 	231 	220 
ICCS03012,PER_CNV,M,NR,HU	175 	132 	103 	120 	128 	102 
ICCS03012,PER_CNV,M,NR,IS	32 	: 	: 	: 	: 	: 
ICCS03012,PER_CNV,M,NR,LT	106 	158 	178 	124 	100 	99 
ICCS03012,PER_CNV,M,NR,LV	22 	33 	22 	24 	28 	26 
ICCS03012,PER_CNV,M,NR,ME	29 	13 	17 	10 	41 	44 
ICCS03012,PER_CNV,M,NR,NL	874 	885 	915 	1032 	1041 	1210 
ICCS03012,PER_CNV,M,NR,NO	305 	283 	252 	303 	253 	253 
ICCS03012,PER_CNV,M,NR,PL	: 	254 	220 	249 	306 	279 
ICCS03012,PER_CNV,M,NR,PT	352 	392 	318 	329 	291 	267 
ICCS03012,PER_CNV,M,NR,RO	236 	220 	187 	128 	147 	180 
ICCS03012,PER_CNV,M,NR,RS	200 	173 	144 	106 	177 	179 
ICCS03012,PER_CNV,M,NR,SE	586 	517 	580 	601 	548 	545 
ICCS03012,PER_CNV,M,NR,SI	160 	83 	90 	100 	79 	104 
ICCS03012,PER_CNV,M,NR,SK	26 	23 	22 	22 	38 	29 
ICCS03012,PER_CNV,M,NR,UKC-L	4486 	4527 	4757 	4621 	4000 	4070 
ICCS03012,PER_CNV,M,NR,UKM	234 	202 	149 	159 	154 	179 
ICCS03012,PER_CNV,M,NR,UKN	648 	662 	599 	516 	494 	516 
ICCS03012,PER_CNV,M,NR,XK	32 	49 	45 	45 	54 	44 
ICCS03012,PER_CNV,M,P_HTHAB,AT	11.42 	13.81 	11.96 	12.74 	0.47 	13.01 
ICCS03012,PER_CNV,M,P_HTHAB,BA	: 	3.09 	3.99 	1.17 	0.11 	0.00 
ICCS03012,PER_CNV,M,P_HTHAB,BG	3.64 	3.70 	3.59 	3.15 	4.59 	4.40 
ICCS03012,PER_CNV,M,P_HTHAB,CH	13.73 	13.74 	13.57 	15.74 	17.83 	18.35 
ICCS03012,PER_CNV,M,P_HTHAB,CY	28.03 	28.64 	6.61 	2.75 	6.16 	6.05 
ICCS03012,PER_CNV,M,P_HTHAB,CZ	14.04 	14.81 	13.48 	17.48 	9.38 	9.26 
ICCS03012,PER_CNV,M,P_HTHAB,DE	14.40 	15.00 	14.54 	16.21 	17.31 	19.34 
ICCS03012,PER_CNV,M,P_HTHAB,DK	13.10 	13.63 	12.59 	14.22 	12.30 	11.32 
ICCS03012,PER_CNV,M,P_HTHAB,EE	5.36 	3.40 	4.68 	4.99 	: 	: 
ICCS03012,PER_CNV,M,P_HTHAB,FI	4.39 	2.83 	4.13 	3.28 	5.36 	4.27 
ICCS03012,PER_CNV,M,P_HTHAB,FR	15.65 	16.63 	16.79 	17.38 	19.13 	19.39 
ICCS03012,PER_CNV,M,P_HTHAB,HR	8.12 	10.86 	11.31 	10.85 	11.12 	10.59 
ICCS03012,PER_CNV,M,P_HTHAB,HU	3.71 	2.79 	2.17 	2.52 	2.69 	2.14 
ICCS03012,PER_CNV,M,P_HTHAB,IS	19.82 	: 	: 	: 	: 	: 
ICCS03012,PER_CNV,M,P_HTHAB,LT	7.74 	11.42 	12.65 	8.55 	6.79 	6.66 
ICCS03012,PER_CNV,M,P_HTHAB,LV	2.37 	3.53 	2.32 	2.47 	2.82 	2.58 
ICCS03012,PER_CNV,M,P_HTHAB,ME	9.45 	4.24 	5.55 	3.28 	13.48 	14.51 
ICCS03012,PER_CNV,M,P_HTHAB,NL	10.52 	10.68 	11.10 	12.58 	12.76 	14.92 
ICCS03012,PER_CNV,M,P_HTHAB,NO	12.03 	11.33 	10.24 	12.49 	10.56 	10.72 
ICCS03012,PER_CNV,M,P_HTHAB,PL	: 	1.38 	1.19 	1.35 	1.66 	1.52 
ICCS03012,PER_CNV,M,P_HTHAB,PT	7.05 	7.79 	6.29 	6.50 	5.74 	5.27 
ICCS03012,PER_CNV,M,P_HTHAB,RO	2.42 	2.25 	1.90 	1.30 	1.48 	1.79 
ICCS03012,PER_CNV,M,P_HTHAB,RS	5.72 	4.92 	4.08 	2.98 	4.96 	5.00 
ICCS03012,PER_CNV,M,P_HTHAB,SE	12.30 	10.94 	12.37 	12.93 	11.90 	11.94 
ICCS03012,PER_CNV,M,P_HTHAB,SI	15.70 	8.16 	8.87 	9.86 	7.87 	10.54 
ICCS03012,PER_CNV,M,P_HTHAB,SK	0.99 	0.87 	0.84 	0.84 	1.45 	1.11 
ICCS03012,PER_CNV,M,P_HTHAB,UKC-L	16.05 	16.32 	17.29 	16.96 	14.80 	15.19 
ICCS03012,PER_CNV,M,P_HTHAB,UKM	9.06 	7.85 	5.82 	6.26 	6.10 	7.14 
ICCS03012,PER_CNV,M,P_HTHAB,UKN	72.33 	74.22 	67.54 	58.54 	56.47 	59.54 
ICCS03012,PER_CNV,M,P_HTHAB,XK	: 	: 	4.98 	4.03 	4.90 	4.05 
ICCS03012,PER_CNV,T,NR,AL	12 	: 	: 	: 	: 	: 
ICCS03012,PER_CNV,T,NR,AT	489 	579 	509 	532 	526 	545 
ICCS03012,PER_CNV,T,NR,BA	59 	58 	78 	24 	2 	0 
ICCS03012,PER_CNV,T,NR,BG	131 	133 	129 	114 	169 	162 
ICCS03012,PER_CNV,T,NR,CH	552 	546 	541 	619 	696 	696 
ICCS03012,PER_CNV,T,NR,CY	125 	151 	29 	14 	32 	25 
ICCS03012,PER_CNV,T,NR,CZ	797 	820 	765 	985 	524 	516 
ICCS03012,PER_CNV,T,NR,DE	6116 	6367 	6120 	6757 	7203 	8051 
ICCS03012,PER_CNV,T,NR,DK	370 	388 	359 	393 	341 	312 
ICCS03012,PER_CNV,T,NR,EE	34 	22 	29 	31 	: 	: 
ICCS03012,PER_CNV,T,NR,FI	128 	79 	110 	102 	147 	111 
ICCS03012,PER_CNV,T,NR,FR	5025 	5318 	5328 	5488 	6032 	6075 
ICCS03012,PER_CNV,T,NR,HR	170 	235 	244 	231 	245 	234 
ICCS03012,PER_CNV,T,NR,HU	176 	132 	107 	120 	128 	103 
ICCS03012,PER_CNV,T,NR,IS	95 	: 	: 	: 	: 	: 
ICCS03012,PER_CNV,T,NR,LT	108 	159 	181 	128 	102 	101 
ICCS03012,PER_CNV,T,NR,LV	22 	33 	22 	24 	29 	27 
ICCS03012,PER_CNV,T,NR,ME	29 	13 	17 	12 	44 	49 
ICCS03012,PER_CNV,T,NR,NL	890 	904 	930 	1053 	1063 	1229 
ICCS03012,PER_CNV,T,NR,NO	308 	284 	253 	307 	238 	258 
ICCS03012,PER_CNV,T,NR,PL	: 	255 	221 	254 	312 	281 
ICCS03012,PER_CNV,T,NR,PT	362 	399 	323 	334 	300 	271 
ICCS03012,PER_CNV,T,NR,RO	237 	226 	189 	128 	149 	183 
ICCS03012,PER_CNV,T,NR,RS	209 	190 	156 	114 	190 	188 
ICCS03012,PER_CNV,T,NR,SE	589 	526 	589 	608 	554 	551 
ICCS03012,PER_CNV,T,NR,SI	167 	90 	90 	101 	85 	110 
ICCS03012,PER_CNV,T,NR,SK	27 	23 	22 	22 	39 	29 
ICCS03012,PER_CNV,T,NR,UKC-L	4538 	4583 	4805 	4675 	4045 	4120 
ICCS03012,PER_CNV,T,NR,UKM	235 	204 	151 	160 	158 	182 
ICCS03012,PER_CNV,T,NR,UKN	660 	688 	612 	603 	506 	528 
ICCS03012,PER_CNV,T,NR,XK	32 	49 	45 	45 	55 	44 
ICCS03012,PER_CNV,T,P_HTHAB,AT	5.79 	6.89 	6.08 	6.37 	6.31 	6.56 
ICCS03012,PER_CNV,T,P_HTHAB,BA	: 	1.51 	2.03 	0.62 	0.05 	0.00 
ICCS03012,PER_CNV,T,P_HTHAB,BG	1.80 	1.82 	1.75 	1.54 	2.26 	2.15 
ICCS03012,PER_CNV,T,P_HTHAB,CH	6.87 	6.86 	6.87 	7.95 	9.04 	9.17 
ICCS03012,PER_CNV,T,P_HTHAB,CY	14.44 	17.52 	3.45 	1.71 	4.02 	3.22 
ICCS03012,PER_CNV,T,P_HTHAB,CZ	7.58 	7.81 	7.29 	9.41 	5.03 	4.99 
ICCS03012,PER_CNV,T,P_HTHAB,DE	7.46 	7.78 	7.49 	8.26 	8.78 	9.79 
ICCS03012,PER_CNV,T,P_HTHAB,DK	6.60 	6.95 	6.46 	7.10 	6.19 	5.70 
ICCS03012,PER_CNV,T,P_HTHAB,EE	2.58 	1.66 	2.18 	2.33 	: 	: 
ICCS03012,PER_CNV,T,P_HTHAB,FI	2.36 	1.46 	2.05 	1.91 	2.76 	2.09 
ICCS03012,PER_CNV,T,P_HTHAB,FR	7.66 	8.15 	8.20 	8.49 	9.37 	9.49 
ICCS03012,PER_CNV,T,P_HTHAB,HR	3.99 	5.50 	5.69 	5.37 	5.68 	5.43 
ICCS03012,PER_CNV,T,P_HTHAB,HU	1.78 	1.33 	1.07 	1.20 	1.28 	1.03 
ICCS03012,PER_CNV,T,P_HTHAB,IS	29.52 	: 	: 	: 	: 	: 
ICCS03012,PER_CNV,T,P_HTHAB,LT	3.63 	5.29 	5.93 	4.07 	3.20 	3.14 
ICCS03012,PER_CNV,T,P_HTHAB,LV	1.09 	1.61 	1.06 	1.13 	1.34 	1.23 
ICCS03012,PER_CNV,T,P_HTHAB,ME	4.67 	2.10 	2.74 	1.94 	7.13 	7.96 
ICCS03012,PER_CNV,T,P_HTHAB,NL	5.30 	5.40 	5.58 	6.35 	6.45 	7.49 
ICCS03012,PER_CNV,T,P_HTHAB,NO	6.10 	5.70 	5.14 	6.32 	4.96 	5.45 
ICCS03012,PER_CNV,T,P_HTHAB,PL	: 	0.67 	0.58 	0.67 	0.82 	0.74 
ICCS03012,PER_CNV,T,P_HTHAB,PT	3.45 	3.78 	3.06 	3.16 	2.84 	2.57 
ICCS03012,PER_CNV,T,P_HTHAB,RO	1.18 	1.12 	0.94 	0.63 	0.73 	0.89 
ICCS03012,PER_CNV,T,P_HTHAB,RS	2.91 	2.63 	2.15 	1.56 	2.59 	2.55 
ICCS03012,PER_CNV,T,P_HTHAB,SE	6.16 	5.55 	6.26 	6.51 	5.99 	6.00 
ICCS03012,PER_CNV,T,P_HTHAB,SI	8.11 	4.38 	4.39 	4.93 	4.18 	5.47 
ICCS03012,PER_CNV,T,P_HTHAB,SK	0.50 	0.43 	0.41 	0.41 	0.72 	0.54 
ICCS03012,PER_CNV,T,P_HTHAB,UKC-L	8.00 	8.13 	8.59 	8.43 	7.35 	7.54 
ICCS03012,PER_CNV,T,P_HTHAB,UKM	4.42 	3.84 	2.86 	3.05 	3.03 	3.51 
ICCS03012,PER_CNV,T,P_HTHAB,UKN	36.13 	37.82 	33.82 	33.52 	28.33 	29.82 
ICCS03012,PER_CNV,T,P_HTHAB,XK	: 	: 	2.51 	2.04 	2.52 	2.04 
ICCS03012,PER_PRSC,F,NR,AL	0 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,NR,AT	532 	418 	421 	353 	332 	498 
ICCS03012,PER_PRSC,F,NR,BA	21 	0 	0 	0 	0 	0 
ICCS03012,PER_PRSC,F,NR,BE	246 	255 	246 	231 	225 	243 
ICCS03012,PER_PRSC,F,NR,BG	0 	3 	2 	1 	: 	: 
ICCS03012,PER_PRSC,F,NR,CY	63 	90 	5 	4 	16 	8 
ICCS03012,PER_PRSC,F,NR,CZ	46 	68 	54 	38 	48 	60 
ICCS03012,PER_PRSC,F,NR,DE	362 	413 	342 	308 	298 	323 
ICCS03012,PER_PRSC,F,NR,DK	14 	12 	20 	10 	12 	13 
ICCS03012,PER_PRSC,F,NR,FI	11 	5 	3 	21 	8 	: 
ICCS03012,PER_PRSC,F,NR,FR	171 	163 	163 	: 	: 	: 
ICCS03012,PER_PRSC,F,NR,HR	9 	15 	23 	23 	18 	18 
ICCS03012,PER_PRSC,F,NR,HU	2 	9 	4 	9 	10 	9 
ICCS03012,PER_PRSC,F,NR,IS	0 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,NR,LT	6 	2 	3 	4 	5 	1 
ICCS03012,PER_PRSC,F,NR,LV	1 	2 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,NR,ME	0 	0 	0 	0 	0 	0 
ICCS03012,PER_PRSC,F,NR,NL	55 	66 	62 	42 	38 	42 
ICCS03012,PER_PRSC,F,NR,NO	6 	2 	1 	4 	0 	7 
ICCS03012,PER_PRSC,F,NR,PT	12 	17 	13 	13 	13 	14 
ICCS03012,PER_PRSC,F,NR,RO	2 	3 	5 	3 	0 	3 
ICCS03012,PER_PRSC,F,NR,RS	37 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,NR,UKC-L	92 	77 	79 	79 	78 	76 
ICCS03012,PER_PRSC,F,NR,UKM	4 	6 	3 	1 	6 	7 
ICCS03012,PER_PRSC,F,NR,UKN	4 	3 	0 	7 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,AT	12.29 	9.70 	9.80 	8.24 	7.76 	11.68 
ICCS03012,PER_PRSC,F,P_HTHAB,BA	: 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03012,PER_PRSC,F,P_HTHAB,BE	4.34 	4.52 	4.39 	4.18 	4.10 	4.46 
ICCS03012,PER_PRSC,F,P_HTHAB,BG	0.00 	0.08 	0.05 	0.03 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,CY	14.16 	20.32 	1.16 	0.95 	3.93 	2.02 
ICCS03012,PER_PRSC,F,P_HTHAB,CZ	0.86 	1.27 	1.01 	0.71 	0.90 	1.14 
ICCS03012,PER_PRSC,F,P_HTHAB,DE	0.87 	0.99 	0.82 	0.74 	0.71 	0.77 
ICCS03012,PER_PRSC,F,P_HTHAB,DK	0.50 	0.43 	0.71 	0.36 	0.43 	0.47 
ICCS03012,PER_PRSC,F,P_HTHAB,FI	0.40 	0.18 	0.11 	0.77 	0.29 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,FR	0.51 	0.48 	0.49 	: 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,HR	0.41 	0.68 	1.04 	1.03 	0.81 	0.81 
ICCS03012,PER_PRSC,F,P_HTHAB,HU	0.04 	0.17 	0.08 	0.17 	0.19 	0.17 
ICCS03012,PER_PRSC,F,P_HTHAB,IS	0.00 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,LT	0.37 	0.12 	0.18 	0.24 	0.29 	0.06 
ICCS03012,PER_PRSC,F,P_HTHAB,LV	0.09 	0.18 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,ME	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03012,PER_PRSC,F,P_HTHAB,NL	0.65 	0.78 	0.74 	0.50 	0.46 	0.51 
ICCS03012,PER_PRSC,F,P_HTHAB,NO	0.24 	0.08 	0.04 	0.16 	0.00 	0.29 
ICCS03012,PER_PRSC,F,P_HTHAB,PT	0.22 	0.31 	0.24 	0.24 	0.24 	0.26 
ICCS03012,PER_PRSC,F,P_HTHAB,RO	0.02 	0.03 	0.05 	0.03 	0.00 	0.03 
ICCS03012,PER_PRSC,F,P_HTHAB,RS	1.00 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,UKC-L	0.32 	0.27 	0.28 	0.28 	0.28 	0.27 
ICCS03012,PER_PRSC,F,P_HTHAB,UKM	0.15 	0.22 	0.11 	0.04 	0.22 	0.26 
ICCS03012,PER_PRSC,F,P_HTHAB,UKN	0.43 	0.32 	0.00 	0.76 	: 	: 
ICCS03012,PER_PRSC,M,NR,AL	23 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,NR,AT	4083 	4369 	4328 	3971 	3933 	4704 
ICCS03012,PER_PRSC,M,NR,BA	51 	67 	81 	70 	21 	16 
ICCS03012,PER_PRSC,M,NR,BE	4103 	4049 	4196 	4051 	3483 	3649 
ICCS03012,PER_PRSC,M,NR,BG	190 	213 	193 	214 	: 	: 
ICCS03012,PER_PRSC,M,NR,CY	309 	353 	53 	46 	60 	65 
ICCS03012,PER_PRSC,M,NR,CZ	787 	822 	760 	921 	756 	699 
ICCS03012,PER_PRSC,M,NR,DE	7191 	7477 	7248 	7884 	8466 	9248 
ICCS03012,PER_PRSC,M,NR,DK	464 	503 	471 	499 	490 	433 
ICCS03012,PER_PRSC,M,NR,FI	117 	113 	144 	124 	172 	148 
ICCS03012,PER_PRSC,M,NR,FR	6309 	6635 	6839 	: 	: 	: 
ICCS03012,PER_PRSC,M,NR,HR	310 	293 	321 	316 	311 	372 
ICCS03012,PER_PRSC,M,NR,HU	212 	214 	201 	268 	223 	350 
ICCS03012,PER_PRSC,M,NR,IS	34 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,NR,LT	114 	126 	175 	142 	136 	105 
ICCS03012,PER_PRSC,M,NR,LV	82 	64 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,NR,ME	13 	12 	18 	11 	21 	17 
ICCS03012,PER_PRSC,M,NR,NL	2659 	2530 	2401 	2318 	2366 	2531 
ICCS03012,PER_PRSC,M,NR,NO	362 	343 	293 	333 	300 	314 
ICCS03012,PER_PRSC,M,NR,PT	500 	558 	475 	482 	410 	432 
ICCS03012,PER_PRSC,M,NR,RO	291 	246 	213 	182 	174 	199 
ICCS03012,PER_PRSC,M,NR,RS	267 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,NR,SI	123 	151 	131 	123 	126 	131 
ICCS03012,PER_PRSC,M,NR,UKC-L	7129 	6435 	7058 	7305 	6393 	5852 
ICCS03012,PER_PRSC,M,NR,UKM	368 	308 	215 	215 	210 	224 
ICCS03012,PER_PRSC,M,NR,UKN	363 	243 	194 	189 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,AT	99.01 	106.61 	106.11 	97.66 	96.95 	116.36 
ICCS03012,PER_PRSC,M,P_HTHAB,BA	: 	3.57 	4.31 	3.73 	1.12 	0.85 
ICCS03012,PER_PRSC,M,P_HTHAB,BE	74.77 	74.27 	77.68 	76.26 	66.11 	69.85 
ICCS03012,PER_PRSC,M,P_HTHAB,BG	5.36 	5.97 	5.38 	5.92 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,CY	73.39 	84.25 	12.97 	11.51 	15.39 	17.08 
ICCS03012,PER_PRSC,M,P_HTHAB,CZ	15.24 	15.94 	14.77 	17.93 	14.78 	13.80 
ICCS03012,PER_PRSC,M,P_HTHAB,DE	17.82 	18.60 	18.07 	19.66 	21.07 	22.96 
ICCS03012,PER_PRSC,M,P_HTHAB,DK	16.70 	18.18 	17.09 	18.19 	17.94 	15.96 
ICCS03012,PER_PRSC,M,P_HTHAB,FI	4.39 	4.26 	5.46 	4.72 	6.59 	5.70 
ICCS03012,PER_PRSC,M,P_HTHAB,FR	19.87 	20.99 	21.74 	: 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,HR	15.07 	14.21 	15.52 	15.23 	14.98 	17.91 
