iccs,leg_stat,sex,unit,geo\time	2013 	2012 	2011 	2010 	2009 	2008 
ICCS0101,PER_VICT,F,NR,IS	0 	1 	1 	0 	0 	: 
ICCS0101,PER_VICT,F,NR,IT	179 	150 	161 	153 	173 	147 
ICCS0101,PER_VICT,F,NR,LI	0 	0 	0 	0 	0 	: 
ICCS0101,PER_VICT,F,NR,LT	60 	53 	66 	75 	64 	81 
ICCS0101,PER_VICT,F,NR,LU	: 	: 	0 	5 	: 	: 
ICCS0101,PER_VICT,F,NR,LV	23 	37 	: 	: 	: 	: 
ICCS0101,PER_VICT,F,NR,ME	1 	3 	3 	7 	7 	5 
ICCS0101,PER_VICT,F,NR,MK	7 	11 	4 	15 	12 	9 
ICCS0101,PER_VICT,F,NR,MT	0 	3 	3 	1 	3 	1 
ICCS0101,PER_VICT,F,NR,NL	56 	50 	50 	54 	50 	47 
ICCS0101,PER_VICT,F,NR,NO	20 	9 	52 	15 	12 	10 
ICCS0101,PER_VICT,F,NR,RS	46 	39 	37 	41 	34 	38 
ICCS0101,PER_VICT,F,NR,SI	3 	6 	7 	8 	7 	5 
ICCS0101,PER_VICT,F,NR,UKC-L	183 	170 	170 	202 	193 	196 
ICCS0101,PER_VICT,F,NR,UKM	11 	15 	18 	25 	22 	33 
ICCS0101,PER_VICT,F,NR,UKN	5 	3 	4 	5 	5 	4 
ICCS0101,PER_VICT,F,NR,XK	4 	11 	9 	20 	11 	25 
ICCS0101,PER_VICT,F,P_HTHAB,AL	: 	: 	1.28 	: 	0.44 	1.20 
ICCS0101,PER_VICT,F,P_HTHAB,AT	1.57 	1.72 	1.61 	1.54 	1.31 	0.91 
ICCS0101,PER_VICT,F,P_HTHAB,BA	: 	1.22 	0.81 	0.86 	0.76 	: 
ICCS0101,PER_VICT,F,P_HTHAB,BG	0.91 	0.66 	0.79 	0.71 	0.91 	0.93 
ICCS0101,PER_VICT,F,P_HTHAB,CH	0.79 	0.42 	0.58 	0.66 	0.69 	: 
ICCS0101,PER_VICT,F,P_HTHAB,CY	0.67 	1.13 	1.39 	0.24 	1.72 	0.51 
ICCS0101,PER_VICT,F,P_HTHAB,CZ	0.93 	0.90 	0.82 	1.00 	0.72 	0.83 
ICCS0101,PER_VICT,F,P_HTHAB,DE	0.71 	0.64 	0.75 	0.86 	0.84 	0.80 
ICCS0101,PER_VICT,F,P_HTHAB,EE	2.56 	2.40 	1.97 	2.11 	: 	: 
ICCS0101,PER_VICT,F,P_HTHAB,EL	0.89 	0.69 	0.56 	0.60 	0.44 	0.58 
ICCS0101,PER_VICT,F,P_HTHAB,ES	0.51 	0.52 	0.54 	0.65 	0.57 	: 
ICCS0101,PER_VICT,F,P_HTHAB,FI	0.91 	1.46 	1.39 	0.95 	1.25 	1.63 
ICCS0101,PER_VICT,F,P_HTHAB,HR	0.95 	0.81 	0.95 	1.44 	1.07 	1.07 
ICCS0101,PER_VICT,F,P_HTHAB,HU	2.06 	1.17 	0.95 	1.29 	1.27 	1.33 
ICCS0101,PER_VICT,F,P_HTHAB,IS	0.00 	0.63 	0.63 	0.00 	0.00 	: 
ICCS0101,PER_VICT,F,P_HTHAB,IT	0.58 	0.49 	0.53 	0.50 	0.57 	0.49 
ICCS0101,PER_VICT,F,P_HTHAB,LI	0.00 	0.00 	0.00 	0.00 	0.00 	: 
ICCS0101,PER_VICT,F,P_HTHAB,LT	3.74 	3.27 	4.01 	4.43 	3.74 	4.70 
ICCS0101,PER_VICT,F,P_HTHAB,LU	: 	: 	0.00 	1.98 	: 	: 
ICCS0101,PER_VICT,F,P_HTHAB,LV	2.10 	3.33 	: 	: 	: 	: 
ICCS0101,PER_VICT,F,P_HTHAB,ME	0.32 	0.96 	0.96 	2.23 	2.24 	1.60 
ICCS0101,PER_VICT,F,P_HTHAB,MK	0.68 	1.07 	0.39 	1.46 	1.17 	0.88 
ICCS0101,PER_VICT,F,P_HTHAB,MT	0.00 	1.43 	1.44 	0.48 	1.45 	0.49 
ICCS0101,PER_VICT,F,P_HTHAB,NL	0.66 	0.59 	0.59 	0.65 	0.60 	0.57 
ICCS0101,PER_VICT,F,P_HTHAB,NO	0.80 	0.36 	2.11 	0.62 	0.50 	0.42 
ICCS0101,PER_VICT,F,P_HTHAB,RS	1.25 	1.05 	0.99 	1.09 	0.90 	1.00 
ICCS0101,PER_VICT,F,P_HTHAB,SI	0.29 	0.58 	0.68 	0.77 	0.68 	0.49 
ICCS0101,PER_VICT,F,P_HTHAB,UKC-L	0.64 	0.59 	0.60 	0.72 	0.69 	0.70 
ICCS0101,PER_VICT,F,P_HTHAB,UKM	0.40 	0.55 	0.66 	0.92 	0.82 	1.23 
ICCS0101,PER_VICT,F,P_HTHAB,UKN	0.54 	0.32 	0.43 	0.54 	0.55 	0.44 
ICCS0101,PER_VICT,F,P_HTHAB,XK	: 	: 	1.01 	1.83 	1.02 	2.35 
ICCS0101,PER_VICT,M,NR,AL	104 	131 	124 	108 	78 	74 
ICCS0101,PER_VICT,M,NR,AT	98 	114 	111 	108 	101 	85 
ICCS0101,PER_VICT,M,NR,BA	32 	39 	35 	39 	56 	: 
ICCS0101,PER_VICT,M,NR,BG	74 	116 	98 	120 	115 	136 
ICCS0101,PER_VICT,M,NR,CH	25 	28 	23 	26 	24 	: 
ICCS0101,PER_VICT,M,NR,CY	9 	17 	3 	7 	12 	7 
ICCS0101,PER_VICT,M,NR,CZ	48 	57 	42 	50 	56 	70 
ICCS0101,PER_VICT,M,NR,DE	291 	313 	349 	331 	356 	385 
ICCS0101,PER_VICT,M,NR,EE	34 	46 	51 	49 	: 	: 
ICCS0101,PER_VICT,M,NR,EL	103 	127 	152 	142 	127 	111 
ICCS0101,PER_VICT,M,NR,ES	180 	238 	258 	238 	267 	: 
ICCS0101,PER_VICT,M,NR,FI	68 	48 	72 	91 	86 	89 
ICCS0101,PER_VICT,M,NR,HR	25 	33 	28 	30 	25 	47 
ICCS0101,PER_VICT,M,NR,HU	158 	81 	124 	95 	80 	111 
ICCS0101,PER_VICT,M,NR,IS	1 	0 	2 	2 	1 	: 
ICCS0101,PER_VICT,M,NR,IT	323 	339 	374 	371 	417 	465 
ICCS0101,PER_VICT,M,NR,LI	0 	0 	0 	1 	0 	: 
ICCS0101,PER_VICT,M,NR,LT	138 	149 	145 	144 	188 	217 
ICCS0101,PER_VICT,M,NR,LU	: 	: 	4 	5 	5 	: 
ICCS0101,PER_VICT,M,NR,LV	22 	33 	: 	: 	: 	: 
ICCS0101,PER_VICT,M,NR,ME	9 	14 	18 	8 	15 	19 
ICCS0101,PER_VICT,M,NR,MK	15 	18 	26 	28 	23 	26 
ICCS0101,PER_VICT,M,NR,MT	7 	9 	0 	3 	1 	5 
ICCS0101,PER_VICT,M,NR,NL	69 	95 	93 	90 	104 	103 
ICCS0101,PER_VICT,M,NR,NO	26 	18 	59 	14 	17 	24 
ICCS0101,PER_VICT,M,NR,RS	94 	72 	95 	82 	111 	102 
ICCS0101,PER_VICT,M,NR,SI	9 	8 	9 	7 	6 	5 
ICCS0101,PER_VICT,M,NR,UKC-L	343 	377 	357 	431 	402 	442 
ICCS0101,PER_VICT,M,NR,UKM	45 	58 	75 	73 	63 	64 
ICCS0101,PER_VICT,M,NR,UKN	15 	18 	19 	18 	24 	20 
ICCS0101,PER_VICT,M,NR,XK	37 	79 	53 	86 	62 	85 
ICCS0101,PER_VICT,M,P_HTHAB,AL	: 	: 	8.72 	: 	4.92 	4.66 
ICCS0101,PER_VICT,M,P_HTHAB,AT	2.38 	2.78 	2.72 	2.66 	2.49 	2.10 
ICCS0101,PER_VICT,M,P_HTHAB,BA	: 	2.08 	1.86 	2.08 	2.98 	: 
ICCS0101,PER_VICT,M,P_HTHAB,BG	2.09 	3.25 	2.73 	3.32 	3.16 	3.72 
ICCS0101,PER_VICT,M,P_HTHAB,CH	0.63 	0.71 	0.59 	0.68 	0.63 	: 
ICCS0101,PER_VICT,M,P_HTHAB,CY	2.14 	4.06 	0.73 	1.75 	3.08 	1.84 
ICCS0101,PER_VICT,M,P_HTHAB,CZ	0.93 	1.11 	0.82 	0.97 	1.09 	1.38 
ICCS0101,PER_VICT,M,P_HTHAB,DE	0.72 	0.78 	0.87 	0.83 	0.89 	0.96 
ICCS0101,PER_VICT,M,P_HTHAB,EE	5.52 	7.44 	8.23 	7.89 	: 	: 
ICCS0101,PER_VICT,M,P_HTHAB,EL	1.90 	2.33 	2.79 	2.59 	2.31 	2.02 
ICCS0101,PER_VICT,M,P_HTHAB,ES	0.78 	1.03 	1.12 	1.04 	1.17 	: 
ICCS0101,PER_VICT,M,P_HTHAB,FI	2.55 	1.81 	2.73 	3.47 	3.29 	3.43 
ICCS0101,PER_VICT,M,P_HTHAB,HR	1.22 	1.60 	1.35 	1.45 	1.20 	2.26 
ICCS0101,PER_VICT,M,P_HTHAB,HU	3.35 	1.71 	2.61 	2.00 	1.68 	2.33 
ICCS0101,PER_VICT,M,P_HTHAB,IS	0.62 	0.00 	1.25 	1.25 	0.62 	: 
ICCS0101,PER_VICT,M,P_HTHAB,IT	1.12 	1.18 	1.30 	1.29 	1.46 	1.64 
ICCS0101,PER_VICT,M,P_HTHAB,LI	0.00 	0.00 	0.00 	5.63 	0.00 	: 
ICCS0101,PER_VICT,M,P_HTHAB,LT	10.08 	10.77 	10.30 	9.93 	12.76 	14.59 
ICCS0101,PER_VICT,M,P_HTHAB,LU	: 	: 	1.57 	2.00 	2.04 	: 
ICCS0101,PER_VICT,M,P_HTHAB,LV	2.37 	3.53 	: 	: 	: 	: 
ICCS0101,PER_VICT,M,P_HTHAB,ME	2.93 	4.57 	5.88 	2.62 	4.93 	6.27 
ICCS0101,PER_VICT,M,P_HTHAB,MK	1.45 	1.74 	2.52 	2.72 	2.24 	2.54 
ICCS0101,PER_VICT,M,P_HTHAB,MT	3.34 	4.33 	0.00 	1.45 	0.49 	2.47 
ICCS0101,PER_VICT,M,P_HTHAB,NL	0.83 	1.15 	1.13 	1.10 	1.28 	1.27 
ICCS0101,PER_VICT,M,P_HTHAB,NO	1.03 	0.72 	2.40 	0.58 	0.71 	1.02 
ICCS0101,PER_VICT,M,P_HTHAB,RS	2.69 	2.05 	2.69 	2.31 	3.11 	2.85 
ICCS0101,PER_VICT,M,P_HTHAB,SI	0.88 	0.79 	0.89 	0.69 	0.60 	0.51 
ICCS0101,PER_VICT,M,P_HTHAB,UKC-L	1.23 	1.36 	1.30 	1.58 	1.49 	1.65 
ICCS0101,PER_VICT,M,P_HTHAB,UKM	1.74 	2.25 	2.93 	2.87 	2.50 	2.55 
ICCS0101,PER_VICT,M,P_HTHAB,UKN	1.67 	2.02 	2.14 	2.04 	2.74 	2.31 
ICCS0101,PER_VICT,M,P_HTHAB,XK	: 	: 	5.86 	7.71 	5.63 	7.82 
ICCS0101,PER_VICT,T,NR,AL	124 	157 	142 	127 	85 	93 
ICCS0101,PER_VICT,T,NR,AT	166 	188 	180 	174 	157 	124 
ICCS0101,PER_VICT,T,NR,BA	47 	63 	51 	56 	71 	30 
ICCS0101,PER_VICT,T,NR,BG	108 	141 	128 	147 	150 	172 
ICCS0101,PER_VICT,T,NR,CH	57 	45 	46 	52 	51 	: 
ICCS0101,PER_VICT,T,NR,CY	12 	23 	9 	8 	19 	9 
ICCS0101,PER_VICT,T,NR,CZ	98 	105 	86 	103 	94 	114 
ICCS0101,PER_VICT,T,NR,DE	585 	578 	662 	690 	706 	722 
ICCS0101,PER_VICT,T,NR,EE	52 	63 	65 	64 	69 	86 
ICCS0101,PER_VICT,T,NR,EL	153 	166 	184 	176 	152 	144 
ICCS0101,PER_VICT,T,NR,ES	302 	362 	387 	390 	399 	426 
ICCS0101,PER_VICT,T,NR,FI	93 	88 	110 	117 	120 	133 
ICCS0101,PER_VICT,T,NR,FR	777 	784 	856 	796 	819 	1021 
ICCS0101,PER_VICT,T,NR,HR	46 	51 	49 	62 	49 	71 
ICCS0101,PER_VICT,T,NR,HU	265 	142 	174 	163 	147 	181 
ICCS0101,PER_VICT,T,NR,IS	1 	1 	3 	2 	1 	0 
ICCS0101,PER_VICT,T,NR,IT	502 	530 	552 	529 	590 	615 
ICCS0101,PER_VICT,T,NR,LI	0 	0 	0 	1 	0 	1 
ICCS0101,PER_VICT,T,NR,LT	198 	202 	211 	219 	252 	298 
ICCS0101,PER_VICT,T,NR,LU	1 	: 	4 	10 	5 	8 
ICCS0101,PER_VICT,T,NR,LV	45 	70 	: 	: 	: 	: 
ICCS0101,PER_VICT,T,NR,ME	10 	17 	21 	15 	21 	24 
ICCS0101,PER_VICT,T,NR,MK	22 	29 	30 	43 	35 	35 
ICCS0101,PER_VICT,T,NR,MT	7 	12 	3 	4 	4 	6 
ICCS0101,PER_VICT,T,NR,NL	125 	145 	143 	144 	154 	150 
ICCS0101,PER_VICT,T,NR,NO	46 	27 	111 	29 	29 	34 
ICCS0101,PER_VICT,T,NR,PL	686 	: 	: 	: 	: 	: 
ICCS0101,PER_VICT,T,NR,RS	140 	111 	132 	123 	145 	140 
ICCS0101,PER_VICT,T,NR,SI	12 	14 	16 	15 	13 	10 
ICCS0101,PER_VICT,T,NR,UKC-L	526 	547 	528 	633 	595 	638 
ICCS0101,PER_VICT,T,NR,UKM	56 	73 	93 	98 	85 	97 
ICCS0101,PER_VICT,T,NR,UKN	20 	21 	23 	23 	29 	24 
ICCS0101,PER_VICT,T,NR,XK	41 	90 	62 	106 	73 	113 
ICCS0101,PER_VICT,T,P_HTHAB,AL	: 	: 	5.01 	: 	2.67 	2.93 
ICCS0101,PER_VICT,T,P_HTHAB,AT	1.96 	2.24 	2.15 	2.08 	1.88 	1.49 
ICCS0101,PER_VICT,T,P_HTHAB,BA	: 	1.64 	1.33 	1.46 	1.85 	0.78 
ICCS0101,PER_VICT,T,P_HTHAB,BG	1.48 	1.92 	1.74 	1.98 	2.01 	2.29 
ICCS0101,PER_VICT,T,P_HTHAB,CH	0.71 	0.57 	0.58 	0.67 	0.66 	: 
ICCS0101,PER_VICT,T,P_HTHAB,CY	1.39 	2.67 	1.07 	0.98 	2.38 	1.16 
ICCS0101,PER_VICT,T,P_HTHAB,CZ	0.93 	1.00 	0.82 	0.98 	0.90 	1.10 
ICCS0101,PER_VICT,T,P_HTHAB,DE	0.71 	0.71 	0.81 	0.84 	0.86 	0.88 
ICCS0101,PER_VICT,T,P_HTHAB,EE	3.94 	4.75 	4.89 	4.80 	5.17 	6.43 
ICCS0101,PER_VICT,T,P_HTHAB,EL	1.38 	1.49 	1.65 	1.57 	1.36 	1.29 
ICCS0101,PER_VICT,T,P_HTHAB,ES	0.65 	0.77 	0.83 	0.84 	0.86 	0.93 
ICCS0101,PER_VICT,T,P_HTHAB,FI	1.71 	1.63 	2.05 	2.19 	2.25 	2.51 
ICCS0101,PER_VICT,T,P_HTHAB,FR	1.19 	1.20 	1.32 	1.23 	1.27 	1.60 
ICCS0101,PER_VICT,T,P_HTHAB,HR	1.08 	1.19 	1.14 	1.44 	1.14 	1.65 
ICCS0101,PER_VICT,T,P_HTHAB,HU	2.67 	1.43 	1.74 	1.63 	1.47 	1.80 
ICCS0101,PER_VICT,T,P_HTHAB,IS	0.31 	0.31 	0.94 	0.63 	0.31 	0.00 
ICCS0101,PER_VICT,T,P_HTHAB,IT	0.84 	0.89 	0.93 	0.89 	1.00 	1.05 
ICCS0101,PER_VICT,T,P_HTHAB,LI	0.00 	0.00 	0.00 	2.79 	0.00 	2.83 
ICCS0101,PER_VICT,T,P_HTHAB,LT	6.66 	6.73 	6.91 	6.97 	7.91 	9.28 
ICCS0101,PER_VICT,T,P_HTHAB,LU	0.19 	: 	0.78 	1.99 	1.01 	1.65 
ICCS0101,PER_VICT,T,P_HTHAB,LV	2.22 	3.42 	: 	: 	: 	: 
ICCS0101,PER_VICT,T,P_HTHAB,ME	1.61 	2.74 	3.39 	2.42 	3.40 	3.90 
ICCS0101,PER_VICT,T,P_HTHAB,MK	1.07 	1.41 	1.46 	2.09 	1.71 	1.71 
ICCS0101,PER_VICT,T,P_HTHAB,MT	1.66 	2.87 	0.72 	0.97 	0.97 	1.47 
ICCS0101,PER_VICT,T,P_HTHAB,NL	0.74 	0.87 	0.86 	0.87 	0.93 	0.91 
ICCS0101,PER_VICT,T,P_HTHAB,NO	0.91 	0.54 	2.26 	0.60 	0.60 	0.72 
ICCS0101,PER_VICT,T,P_HTHAB,PL	1.80 	: 	: 	: 	: 	: 
ICCS0101,PER_VICT,T,P_HTHAB,RS	1.95 	1.54 	1.82 	1.68 	1.98 	1.90 
ICCS0101,PER_VICT,T,P_HTHAB,SI	0.58 	0.68 	0.78 	0.73 	0.64 	0.50 
ICCS0101,PER_VICT,T,P_HTHAB,UKC-L	0.93 	0.97 	0.94 	1.14 	1.08 	1.17 
ICCS0101,PER_VICT,T,P_HTHAB,UKM	1.05 	1.38 	1.76 	1.87 	1.63 	1.87 
ICCS0101,PER_VICT,T,P_HTHAB,UKN	1.09 	1.15 	1.27 	1.28 	1.62 	1.36 
ICCS0101,PER_VICT,T,P_HTHAB,XK	: 	: 	3.46 	4.80 	3.35 	5.25 
ICCS03011,PER_CNV,F,NR,AL	0 	0 	0 	0 	0 	: 
ICCS03011,PER_CNV,F,NR,AT	1 	0 	2 	2 	2 	0 
ICCS03011,PER_CNV,F,NR,BA	2 	1 	0 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,BG	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,CH	0 	0 	0 	1 	2 	0 
ICCS03011,PER_CNV,F,NR,CY	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,CZ	4 	1 	3 	1 	2 	1 
ICCS03011,PER_CNV,F,NR,DE	6 	3 	8 	9 	12 	5 
ICCS03011,PER_CNV,F,NR,DK	0 	1 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,EE	0 	0 	0 	0 	: 	: 
ICCS03011,PER_CNV,F,NR,FI	1 	3 	1 	0 	1 	2 
ICCS03011,PER_CNV,F,NR,FR	15 	23 	17 	10 	21 	17 
ICCS03011,PER_CNV,F,NR,HR	0 	1 	0 	0 	3 	0 
ICCS03011,PER_CNV,F,NR,HU	1 	0 	2 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,IS	0 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,IT	: 	14 	16 	22 	31 	16 
ICCS03011,PER_CNV,F,NR,LT	2 	1 	2 	2 	1 	1 
ICCS03011,PER_CNV,F,NR,LV	1 	0 	1 	1 	0 	1 
ICCS03011,PER_CNV,F,NR,ME	0 	0 	0 	0 	0 	: 
ICCS03011,PER_CNV,F,NR,NL	0 	0 	0 	0 	2 	1 
ICCS03011,PER_CNV,F,NR,NO	0 	3 	2 	0 	0 	3 
ICCS03011,PER_CNV,F,NR,PL	: 	12 	12 	8 	12 	6 
ICCS03011,PER_CNV,F,NR,PT	1 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,RO	12 	5 	2 	4 	2 	0 
ICCS03011,PER_CNV,F,NR,RS	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,SE	2 	1 	6 	2 	3 	1 
ICCS03011,PER_CNV,F,NR,SI	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,SK	1 	1 	0 	0 	1 	0 
ICCS03011,PER_CNV,F,NR,UKC-L	7 	11 	5 	3 	2 	1 
ICCS03011,PER_CNV,F,NR,UKM	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,UKN	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,P_HTHAB,AL	: 	: 	0.00 	: 	0.00 	: 
ICCS03011,PER_CNV,F,P_HTHAB,AT	0.02 	0.00 	0.05 	0.05 	0.05 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,BA	: 	0.05 	0.00 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,BG	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,CH	0.00 	0.00 	0.00 	0.03 	0.05 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,CY	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,CZ	0.07 	0.02 	0.06 	0.02 	0.04 	0.02 
ICCS03011,PER_CNV,F,P_HTHAB,DE	0.01 	0.01 	0.02 	0.02 	0.03 	0.01 
ICCS03011,PER_CNV,F,P_HTHAB,DK	0.00 	0.04 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,EE	0.00 	0.00 	0.00 	0.00 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,FI	0.04 	0.11 	0.04 	0.00 	0.04 	0.07 
ICCS03011,PER_CNV,F,P_HTHAB,FR	0.04 	0.07 	0.05 	0.03 	0.06 	0.05 
ICCS03011,PER_CNV,F,P_HTHAB,HR	0.00 	0.05 	0.00 	0.00 	0.13 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,HU	0.02 	0.00 	0.04 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,IS	0.00 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,IT	: 	0.05 	0.05 	0.07 	0.10 	0.05 
ICCS03011,PER_CNV,F,P_HTHAB,LT	0.12 	0.06 	0.12 	0.12 	0.06 	0.06 
ICCS03011,PER_CNV,F,P_HTHAB,LV	0.09 	0.00 	0.09 	0.09 	0.00 	0.08 
ICCS03011,PER_CNV,F,P_HTHAB,ME	0.00 	0.00 	0.00 	0.00 	0.00 	: 
ICCS03011,PER_CNV,F,P_HTHAB,NL	0.00 	0.00 	0.00 	0.00 	0.02 	0.01 
ICCS03011,PER_CNV,F,P_HTHAB,NO	0.00 	0.12 	0.08 	0.00 	0.00 	0.13 
ICCS03011,PER_CNV,F,P_HTHAB,PL	: 	0.06 	0.06 	0.04 	0.06 	0.03 
ICCS03011,PER_CNV,F,P_HTHAB,PT	0.02 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,RO	0.12 	0.05 	0.02 	0.04 	0.02 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,RS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,SE	0.04 	0.02 	0.13 	0.04 	0.06 	0.02 
ICCS03011,PER_CNV,F,P_HTHAB,SI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,SK	0.04 	0.04 	0.00 	0.00 	0.04 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,UKC-L	0.02 	0.04 	0.02 	0.01 	0.01 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,UKM	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,UKN	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,M,NR,AL	21 	4 	8 	16 	14 	: 
ICCS03011,PER_CNV,M,NR,AT	103 	86 	94 	114 	111 	86 
ICCS03011,PER_CNV,M,NR,BA	39 	42 	46 	: 	: 	: 
ICCS03011,PER_CNV,M,NR,BG	101 	99 	87 	149 	173 	193 
ICCS03011,PER_CNV,M,NR,CH	103 	113 	99 	148 	133 	159 
ICCS03011,PER_CNV,M,NR,CY	10 	15 	13 	15 	9 	6 
ICCS03011,PER_CNV,M,NR,CZ	201 	197 	178 	173 	167 	153 
ICCS03011,PER_CNV,M,NR,DE	591 	668 	739 	850 	916 	1063 
ICCS03011,PER_CNV,M,NR,DK	51 	54 	44 	45 	52 	45 
ICCS03011,PER_CNV,M,NR,EE	33 	29 	18 	35 	: 	: 
ICCS03011,PER_CNV,M,NR,FI	159 	188 	128 	95 	118 	108 
ICCS03011,PER_CNV,M,NR,FR	1173 	1252 	1241 	1351 	1398 	1479 
ICCS03011,PER_CNV,M,NR,HR	47 	47 	54 	74 	91 	78 
ICCS03011,PER_CNV,M,NR,HU	174 	84 	77 	99 	95 	79 
ICCS03011,PER_CNV,M,NR,IS	18 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,NR,IT	: 	1505 	1479 	1575 	2094 	1343 
ICCS03011,PER_CNV,M,NR,LT	80 	105 	139 	120 	95 	104 
ICCS03011,PER_CNV,M,NR,LV	38 	51 	50 	40 	70 	94 
ICCS03011,PER_CNV,M,NR,ME	7 	3 	7 	2 	9 	: 
ICCS03011,PER_CNV,M,NR,MK	23 	13 	22 	12 	22 	35 
ICCS03011,PER_CNV,M,NR,NL	89 	117 	107 	136 	142 	178 
ICCS03011,PER_CNV,M,NR,NO	98 	97 	93 	128 	77 	93 
ICCS03011,PER_CNV,M,NR,PL	: 	763 	724 	818 	886 	930 
ICCS03011,PER_CNV,M,NR,PT	74 	86 	90 	75 	56 	90 
ICCS03011,PER_CNV,M,NR,RO	356 	417 	481 	459 	385 	416 
ICCS03011,PER_CNV,M,NR,RS	70 	72 	67 	67 	86 	99 
ICCS03011,PER_CNV,M,NR,SE	310 	319 	322 	349 	407 	419 
ICCS03011,PER_CNV,M,NR,SI	24 	23 	15 	16 	21 	21 
ICCS03011,PER_CNV,M,NR,SK	34 	45 	31 	36 	36 	43 
ICCS03011,PER_CNV,M,NR,UKC-L	1114 	1134 	1148 	1055 	995 	921 
ICCS03011,PER_CNV,M,NR,UKM	81 	64 	36 	22 	45 	28 
ICCS03011,PER_CNV,M,NR,UKN	9 	20 	7 	13 	17 	15 
ICCS03011,PER_CNV,M,NR,XK	10 	11 	19 	19 	22 	12 
ICCS03011,PER_CNV,M,P_HTHAB,AL	: 	: 	0.56 	: 	0.88 	: 
ICCS03011,PER_CNV,M,P_HTHAB,AT	2.50 	2.10 	2.30 	2.80 	2.74 	2.13 
ICCS03011,PER_CNV,M,P_HTHAB,BA	: 	2.24 	2.45 	: 	: 	: 
ICCS03011,PER_CNV,M,P_HTHAB,BG	2.85 	2.78 	2.42 	4.12 	4.76 	5.27 
ICCS03011,PER_CNV,M,P_HTHAB,CH	2.60 	2.88 	2.55 	3.86 	3.51 	4.27 
ICCS03011,PER_CNV,M,P_HTHAB,CY	2.38 	3.58 	3.18 	3.75 	2.31 	1.58 
ICCS03011,PER_CNV,M,P_HTHAB,CZ	3.89 	3.82 	3.46 	3.37 	3.26 	3.02 
ICCS03011,PER_CNV,M,P_HTHAB,DE	1.46 	1.66 	1.84 	2.12 	2.28 	2.64 
ICCS03011,PER_CNV,M,P_HTHAB,DK	1.84 	1.95 	1.60 	1.64 	1.90 	1.66 
ICCS03011,PER_CNV,M,P_HTHAB,EE	5.36 	4.69 	2.90 	5.64 	: 	: 
ICCS03011,PER_CNV,M,P_HTHAB,FI	5.96 	7.09 	4.85 	3.62 	4.52 	4.16 
ICCS03011,PER_CNV,M,P_HTHAB,FR	3.69 	3.96 	3.94 	4.32 	4.49 	4.77 
ICCS03011,PER_CNV,M,P_HTHAB,HR	2.29 	2.28 	2.61 	3.57 	4.38 	3.76 
ICCS03011,PER_CNV,M,P_HTHAB,HU	3.69 	1.78 	1.62 	2.08 	1.99 	1.66 
ICCS03011,PER_CNV,M,P_HTHAB,IS	11.15 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,P_HTHAB,IT	: 	5.24 	5.15 	5.50 	7.33 	4.73 
ICCS03011,PER_CNV,M,P_HTHAB,LT	5.84 	7.59 	9.88 	8.27 	6.45 	6.99 
ICCS03011,PER_CNV,M,P_HTHAB,LV	4.10 	5.46 	5.27 	4.12 	7.05 	9.33 
ICCS03011,PER_CNV,M,P_HTHAB,ME	2.28 	0.98 	2.29 	0.66 	2.96 	: 
